,adjusted_revenue
4800,159451264.9
4801,52339176.64
4802,298973176.33
4803,37724192.7
4804,42068570.7
4805,5337887.88
4806,18109143.25
4807,73674353.13
4808,3574066.3
4809,21334395.66
4810,9990504.21
4811,3154880.13
4812,160472405.26
4813,485774839.32
4814,18149578.95
4815,7430479.3
4816,797998.62
4817,31890943.81
4818,50737990.95
4819,180783349.65
4820,26971544.8
4821,699027696.42
4822,54460625.0
4823,230699842.26
4824,349534600.47
4825,3234590.3
4826,282576938.12
4827,210476202.82
4828,3608544.02
4829,8207231.66
4830,70201032.94
4831,8141526.5
4832,1634949.99
4833,740078234.57
4834,375479368.12
4835,144636.67
4836,4936374.07
4837,63449509.85
4838,83229862.28
4839,550843.08
4840,2541581.83
4841,4167441.19
4842,18466444.01
4843,29852127.57
4844,730708642.01
4845,46329029.34
4846,30843902.6
4847,442553.93
4848,740500.1
4849,517901351.89
4850,2821335.84
4851,106688134.48
4852,104921414.29
4853,2341268.56
4854,71336637.12
4855,4799447.51
4856,122004342.2
4857,12133056.42
4858,17367196.64
4859,22412281.43
4860,10799048.87
4861,774346456.46
4862,267534.02
4863,19636356.25
4864,47595773.94
4865,125470.25
4866,127867861.38
4867,66778309.78
4868,63599591.35
4869,785401565.94
4870,4667083.48
4871,383663043.74
4872,5050992.69
4873,705656046.84
4874,39664195.38
4875,358709.69
4876,7344020.29
4877,318044375.79
4878,3551483.47
4879,7384602.94
4880,1385759.83
4881,1262651.02
4882,533811.15
4883,195114800.37
4884,199141647.93
4885,630693610.56
4886,106870197.27
4887,45919508.43
4888,72666726.97
4889,69731938.28
4890,1130054466.77
4891,1556862.78
4892,668033.64
4893,156518943.6
4894,23814487.22
4895,104085287.64
4896,6912901.45
4897,13555620.29
4898,382409270.0
4899,735810258.08
4900,26208761.6
4901,130533943.96
4902,348387.31
4903,112635118.25
4904,3520962.36
4905,800714119.7
4906,2698284.94
4907,213473626.72
4908,32672290.92
4909,5677476.26
4910,308728.86
4911,46904185.7
4912,89216985.89
4913,2376709.64
4914,33041667.08
4915,52836437.63
4916,92028312.0
4917,4732896.37
4918,190277465.2
4919,214236.16
4920,69352400.59
4921,141459370.1
4922,40803137.72
4923,81667997.42
4924,107974.55
4925,14356444.55
4926,279311.03
4927,41520040.76
4928,2450988.06
4929,15994176.15
4930,876687.9
4931,1840525.36
4932,175995.27
4933,19729302.45
4934,5471439.53
4935,360654733.86
4936,2222037.65
4937,55064892.77
4938,7793790.01
4939,1104765.45
4940,1335680.04
4941,3564772.99
4942,33709012.17
4943,66604929.21
4944,112089376.14
4945,42758725.43
4946,344492.09
4947,561511878.04
4948,1891393.17
4949,1164264.39
4950,264313693.81
4951,223161626.22
4952,276027301.82
4953,3438325.15
4954,1113252.73
4955,3106237.46
4956,417872.52
4957,3451029.82
4958,37198449.58
4959,91904932.24
4960,86684099.81
4961,1019888.55
4962,2342333.94
4963,56779156.88
4964,104218562.83
4965,4611234.36
4966,107258660.22
4967,40067581.73
4968,4071399.14
4969,675198119.1
4970,4596642.3
4971,38129819.34
4972,5596922.2
4973,26067678.85
4974,12524660.08
4975,10133241.65
4976,133153408.79
4977,128840.66
4978,786393.92
4979,1638442.25
4980,182637.44
4981,241826496.68
4982,11504442.27
4983,778733969.25
4984,277523501.86
4985,175851361.06
4986,15783137.8
4987,1231739.12
4988,11469536.79
4989,54281016.14
4990,31194869.12
4991,887888.99
4992,15136412.49
4993,97028082.77
4994,5622443.92
4995,1565269795.08
4996,3109518.69
4997,111483232.21
4998,386780503.0
4999,22335078.47
5000,1683422.29
5001,16069625.63
5002,45438716.71
5003,268386399.78
5004,321897450.22
5005,1917083.82
5006,2537636.55
5007,368279.53
5008,989874827.16
5009,69153033.98
5010,169230858.03
5011,1213046.82
5012,10510685.98
5013,28606805.74
5014,408987.93
5015,3617803.71
5016,12432270.22
5017,54360751.18
5018,26334982.52
5019,29906347.98
5020,477492.89
5021,428516428.11
5022,361798265.15
5023,57987693.89
5024,118221961.75
5025,4050160.59
5026,107968515.71
5027,1430909.8
5028,337307800.6
5029,18359836.02
5030,455665860.81
5031,27439800.78
5032,107273673.54
5033,10522091.87
5034,33913656.44
5035,719197.51
5036,16916446.01
5037,1762851.28
5038,15175719.01
5039,2720872.65
5040,4805273.0
5041,8106872.33
5042,2731687.62
5043,101046583.26
5044,38188905.5
5045,17055540.11
5046,391809863.35
5047,107869547.25
5048,2138927218.78
5049,442914984.06
5050,1453448350.36
5051,794191988.0
5052,537064988.57
5053,799794146.91
5054,863416141.0
5055,1177871149.42
5056,555521196.31
5057,4567664.22
5058,4719246.16
5059,11404582.23
5060,5020584.59
5061,11698472.68
5062,2752609.84
5063,11595509.55
5064,150374.06
5065,34416488.81
5066,2696419.22
5067,31458438.63
5068,590526350.78
5069,14068496.05
5070,45016689.19
5071,1211021.55
5072,33350668.48
5073,64198255.01
5074,3105539.58
5075,7704353.28
5076,135003.63
5077,2585909.89
5078,37221466.15
5079,4881040.9
5080,3323992.68
5081,425169.24
5082,1461926.85
5083,628933.56
5084,797684.98
5085,1527494.29
5086,18601671.02
5087,1137604.23
5088,108079.64
5089,665557.42
5090,125613.22
5091,10433634.2
5092,7620297.92
5093,758285.08
5094,161084879.79
5095,88435594.63
5096,82527891.77
5097,54218067.59
5098,585355.29
5099,4395813.4
5100,877172.39
5101,597833.89
5102,77232801.19
5103,12735635.5
5104,1045373.16
5105,306138.56
5106,199213.36
5107,322246080.41
5108,3502786.84
5109,88917489.98
5110,613978.45
5111,47272687.65
5112,66302395.71
5113,14924594.94
5114,74008026.21
5115,2723555.87
5116,7846868.2
5117,9427136.65
5118,305331114.5
5119,6344610.44
5120,14110731.16
5121,3891419.74
5122,1557741492.26
5123,65031755.91
5124,21031875.99
5125,2449889.49
5126,3437974.42
5127,115633801.6
5128,526161.71
5129,61740884.05
5130,1481318.05
5131,3768149.57
5132,63726285.76
5133,291735.15
5134,216304401.06
5135,327290.8
5136,111275525.0
5137,112661.16
5138,15531187.32
5139,65167431.76
5140,17230646.96
5141,67908018.59
5142,11206179.36
5143,7329741.24
5144,1102148.96
5145,235934.98
5146,21018873.5
5147,486574872.79
5148,18275199.29
5149,1886780.41
5150,18482076.49
5151,16536729.43
5152,5119686.0
5153,84769561.58
5154,42738061.72
5155,297334783.71
5156,1553118.73
5157,669659.08
5158,767105.74
5159,41648864.62
5160,1614038.26
5161,16191410.33
5162,193508.55
5163,236925.73
5164,7075434.29
5165,1524192.14
5166,651704391.69
5167,243722624.82
5168,145608990.46
5169,3018183.08
5170,27147394.32
5171,115962.06
5172,50947506.1
5173,1057074.35
5174,1346195.34
5175,29620914.09
5176,2286379.92
5177,307649.52
5178,675766139.0
5179,251965986.37
5180,183065023.47
5181,826582213.98
5182,30358730.06
5183,894106154.09
5184,6707687.87
5185,31566682.7
5186,151960045.61
5187,63652790.32
5188,761482155.34
5189,397982588.88
5190,350788143.51
5191,9905381.08
5192,56414399.66
5193,224441648.95
5194,7446177.1
5195,1196274576.27
5196,49547844.89
5197,4326259.18
5198,343273262.24
5199,102216710.13
5200,910781053.95
5201,51681839.84
5202,35619291.25
5203,107952630.62
5204,147993.0
5205,167351.92
5206,3890953.06
5207,891861596.75
5208,154625.39
5209,10411150.29
5210,126701247.02
5211,111842121.2
5212,3365090.59
5213,63273487.22
5214,70889908.54
5215,44122921.12
5216,215718.72
5217,28327466.35
5218,3569722.26
5219,94844988.19
5220,86898294.19
5221,5852752.44
5222,3698178.26
5223,1845776.31
5224,36611990.55
5225,41285019.5
5226,453418.88
5227,36046530.92
5228,54689824.82
5229,28067306.61
5230,208528016.75
5231,139151.75
5232,41285781.59
5233,726364.44
5234,104591393.81
5235,35397380.86
5236,902341.55
5237,7530876.89
5238,2155892.39
5239,15368791.13
5240,16549473.33
5241,11502306.02
5242,70107567.06
5243,66385952.74
5244,601586.04
5245,511411.02
5246,3288968.44
5247,9388027.19
5248,42802552.5
5249,2733248.25
5250,2414025.13
5251,1313312.02
5252,75112563.39
5253,6558478.67
5254,464197.69
5255,2020738.19
5256,7241637.93
5257,358316.37
5258,54187187.84
5259,172680.92
5260,91366655.71
5261,5769224.37
5262,14823800.11
5263,37858168.76
5264,2234149.22
5265,489404535.07
5266,607960.61
5267,1278350.69
5268,24243158.35
5269,378466.04
5270,171135334.96
5271,1427503.09
5272,2050278.25
5273,1196936.84
5274,65003421.09
5275,163569687.69
5276,62333651.35
5277,3123927.4
5278,667956.47
5279,137890.04
5280,29402899.23
5281,80766335.4
5282,2413462.53
5283,25754039.08
5284,18966965.05
5285,13828446.71
5286,1067622.29
5287,254650755.1
5288,584540.1
5289,179501103.74
5290,23359009.88
5291,167319.86
5292,43877304.09
5293,1760631.8
5294,112247498.62
5295,106927833.62
5296,2628438.71
5297,137905044.65
5298,57161201.27
5299,114736553.41
5300,25307825.6
5301,21615632.5
5302,29876098.61
5303,251085941.94
5304,532272336.88
5305,143777.75
5306,2838206.61
5307,16723119.2
5308,1427047.69
5309,14886168.74
5310,163161.4
5311,40908663.91
5312,110416387.71
5313,17425949.0
5314,127486275.15
5315,3423130.64
5316,47135508.12
5317,5008249.87
5318,47050900.48
5319,3229510.34
5320,14637764.31
5321,96076886.98
5322,53208857.93
5323,83958774.16
5324,516844.78
5325,212374533.84
5326,3534177.73
5327,12908527.93
5328,153890532.16
5329,110593040.89
5330,210137243.06
5331,1045591924.55
5332,23575034.41
5333,6628653.68
5334,25719353.09
5335,168907.26
5336,1955427.14
5337,446784.33
5338,12637230.75
5339,3142230.35
5340,2054528.75
5341,565606995.07
5342,1361521.01
5343,1077765.77
5344,19344023.97
5345,14938810.86
5346,5393170.15
5347,75457155.82
5348,49944639.69
5349,90817414.07
5350,858507.51
5351,1681866.4
5352,21004412.39
5353,204507.37
5354,14315136.32
5355,3472707.66
5356,13914739.31
5357,2198593.69
5358,168108370.14
5359,111075197.14
5360,11716829.89
5361,95269626.08
5362,4511768.17
5363,56202251.62
5364,19129879.58
5365,10141616.95
5366,1050480580.4
5367,80311295.78
5368,14704277.57
5369,25569243.28
5370,357230232.04
5371,102803.15
5372,22096392.92
5373,735763.42
5374,681360.9
5375,692167.5
5376,711729.34
5377,804286.07
5378,781382.16
5379,38073532.06
5380,9009233.01
5381,64125676.11
5382,4302224.76
5383,268521.51
5384,241746641.44
5385,121637735.16
5386,2715720.86
5387,187251051.73
5388,143702500.14
5389,6004980.84
5390,4358114.44
5391,342035103.88
5392,757701.3
5393,44695452.3
5394,265899.83
5395,4300141.3
5396,3365824.42
5397,250855906.16
5398,11130438.63
5399,9698408.02
5400,326989981.37
5401,1157165.81
5402,191131.39
5403,221594296.84
5404,424335199.72
5405,364342080.63
5406,121113932.3
5407,78709884.42
5408,417282220.96
5409,38723622.89
5410,87057233.63
5411,243549707.03
5412,15765628.99
5413,88071413.2
5414,3855411.65
5415,9939008.19
5416,187854114.71
5417,38389989.35
5418,160447265.82
5419,44235023.0
5420,13276914.3
5421,19204186.39
5422,4697985.06
5423,2451122.64
5424,563513.09
5425,128407814.53
5426,7656114.27
5427,59746114.35
5428,66432252.99
5429,71419121.23
5430,216467239.7
5431,26509006.76
5432,10587992.93
5433,124384641.92
5434,302801190.96
5435,20410902.66
5436,158465124.64
5437,24008304.04
5438,1903976.92
5439,1788635.26
5440,16888031.41
5441,1154546.17
5442,1639661.13
5443,4344342.21
5444,2541711.12
5445,1611207.47
5446,179036486.98
5447,31589847.98
5448,46135228.46
5449,1038647.9
5450,796431.02
5451,47646523.28
5452,207720578.1
5453,186264157.25
5454,2014932.27
5455,3021345.0
5456,454923970.41
5457,122065930.97
5458,30556047.18
5459,83446168.27
5460,354253056.6
5461,6406012.08
5462,231106.14
5463,4160258.8
5464,165599965.79
5465,76625121.89
5466,143291357.0
5467,6100172.24
5468,18160957.95
5469,43392351.76
5470,89278078.41
5471,14113501.86
5472,13360733.5
5473,234969.72
5474,14257765.75
5475,116940302.62
5476,14793385.0
5477,1078552454.62
5478,23161633.17
5479,282820741.18
5480,82820689.77
5481,3575171.74
5482,3968104.06
5483,235612929.03
5484,65786866.27
5485,6306014.45
5486,5940102.69
5487,339028156.5
5488,24475258.22
5489,120548532.86
5490,645915465.93
5491,245824985.11
5492,230900.09
5493,194647323.0
5494,4914015.78
5495,51624883.24
5496,65867706.34
5497,32540674.0
5498,26559557.0
5499,346147658.0
5500,26667197.0
5501,311950384.0
5502,2042602.2
5503,171539887.0
5504,252434250.0
5505,566652812.0
5506,41412709.0
5507,10025571.0
5508,52620184.0
5509,146175066.0
5510,6476943.49
5511,498814908.0
5512,318893737.41
5513,15584255.0
5514,169801921.0
5515,378827494.0
5516,201719.0
5517,443684.0
5518,2871110.78
5519,9705840.0
5520,12173470.0
5521,240978.0
5522,57330873.0
5523,8756981.85
5524,142337240.0
5525,232380243.0
5526,3565109.0
5527,1323312.0
5528,4508505.07
5529,9605777.56
5530,7060849.56
5531,26800152.0
5532,3305592.0
5533,557241.0
5534,197183546.0
5535,13162475.0
5536,37461045.0
5537,156014.98
5538,116873.0
5539,40120144.0
5540,177856751.0
5541,1238764765.0
5542,110824373.0
5543,350170057.0
5544,4219536.0
5545,3384747.0
5546,1803009.0
5547,3600000.0
5548,2403885.0
5549,8277028.69
5550,26251899.0
5551,3006929.16
5552,123899.0
5553,224511319.0
5554,45056771.0
5555,2907440.31
5556,49679770.78
5557,10016790.4
5558,1020063384.0
5559,9621213.99
5560,6454712.02
5561,6842717.37
5562,16565013.65
5563,369907963.0
5564,24527158.0
5565,90024292.0
5566,885743.61
5567,90007945.0
5568,13054658.95
5569,393970.0
5570,604942143.0
5571,10893246.0
5572,78691349.08
5573,66913939.0
5574,184770205.0
5575,1615487.51
5576,1426269.97
5577,27224217.9
5578,1032383.98
5579,69529582.45
5580,14186364.02
5581,432727.69
5582,1002554.53
5583,5787947.66
5584,321271.42
5585,24686845.98
5586,42013801.43
5587,495010.71
5588,2330610.9
5589,602681.48
5590,42773593.97
5591,171038.77
5592,18162571.63
5593,2364394.0
5594,1003905.03
5595,1550266.16
5596,758466.5
5597,5598502.63
5598,24937356.13
5599,6184628.77
5600,748705.92
5601,3813094.87
5602,37189666.39
5603,8621401.55
5604,1138489.26
5605,11242693.48
5606,9099809.58
5607,1252338.18
5608,124242.2
5609,124565101.03
5610,7117293.36
5611,61041108.41
5612,693102.0
5613,1297730.08
5614,2036182.29
5615,2113720.38
5616,10854239.79
5617,6921674.98
5618,10129867.55
5619,1135639.95
5620,224904.41
5621,5499535.18
5622,969053.3
5623,2903852.39
5624,12416691.24
5625,7402682.54
5626,4241570.43
5627,2248231.15
5628,1142551.56
5629,29306217.19
5630,629335.68
5631,873639.39
5632,1959475.92
5633,1209878.7
5634,337186.39
5635,222214.89
5636,1342193.76
5637,4832882.05
5638,59198922.25
5639,3107533.05
5640,1679412.51
5641,2862401.72
5642,4017084.88
5643,6565172.03
5644,4171478.2
5645,4261958.07
5646,4596710.81
5647,41327377.3
5648,116280560.53
5649,402296.32
5650,3760147.34
5651,369604.43
5652,159381713.75
5653,19987100.79
5654,11195351.19
5655,19619489.4
5656,2251227.62
5657,2764072.81
5658,2514452.11
5659,5620577.86
5660,480703.29
5661,140048.26
5662,2810288.93
5663,287184.02
5664,1222324.82
5665,688446.61
5666,881180.7
5667,140034.18
5668,2501694.68
5669,565392.42
5670,342765.47
5671,181216380.46
5672,827391.31
5673,5255737.16
5674,922817.32
5675,542387.26
5676,668857.88
5677,791431.24
5678,883514.37
5679,3278420.12
5680,2918115.32
5681,1763477.73
5682,2131938.02
5683,614296.75
5684,564471.26
5685,8560159.55
5686,626830.06
5687,897430.83
5688,780203.27
5689,928395.12
5690,1080651.54
5691,570428.0
5692,748130.19
5693,640910.37
5694,1013192.82
5695,8717719.97
5696,435462.1
5697,427723.96
5698,11197005.25
5699,9841305.74
5700,31819703.88
5701,1842143.59
5702,5396439.08
5703,1910097.18
5704,5368775.98
5705,113744.76
5706,2557145.78
5707,38931902.4
5708,5519527.45
5709,880419.77
5710,2914615.85
5711,6079606.05
5712,3171984.36
5713,2907440.31
5714,8683003.94
5715,569244.63
5716,648865.04
5717,607960.61
5718,607960.61
5719,627573.07
5720,648865.04
5721,666236.69
5722,681360.9
5723,711729.34
5724,591098.5
5725,648865.04
5726,666236.69
5727,2285103.11
5728,180490721.37
5729,1204259.3
5730,13298188.05
5731,4608873.85
5732,561885.7
5733,2583328.5
5734,648865.04
5735,31017988.06
5736,2153282.28
5737,4579672.7
5738,795835.57
5739,689094.34
5740,2871573.31
5741,1869975.29
5742,13184562.63
5743,286878.82
5744,1500348.19
5745,5948424.62
5746,8500468.35
5747,1260974.61
5748,1605529.36
5749,235838.87
5750,209609.41
5751,1602752.23
5752,426406.75
5753,482559.94
5754,15256009.95
5755,8390805.47
5756,750379.39
5757,208354.26
5758,1351119.84
5759,270670.36
5760,1230520.0
5761,14022242.39
5762,22660938.67
5763,1601433.44
5764,15256009.95
5765,125007.89
5766,3655202.42
5767,6274328.66
5768,1415512.51
5769,2172943.39
5770,14908512.28
5771,284213.87
5772,5338111.46
5773,1654814.55
5774,312552.86
5775,1480463.29
5776,4969504.09
5777,143499.1
5778,1142551.56
5779,461689.93
5780,5892371.45
5781,519817172.44
5782,1506196.41
5783,8786023.04
5784,16565013.65
5785,8237492.79
5786,1651431.26
5787,1812806.61
5788,49238980.34
5789,1105871.86
5790,400939.1
5791,1275715.3
5792,434550.5
5793,1435064.57
5794,1236789.13
5795,376457.56
5796,1215921.21
5797,1939196.32
5798,170303313.77
5799,10522091.87
5800,359855.54
5801,3361414.02
5802,589237.14
5803,533811.15
5804,610281.33
5805,2989306.96
5806,1527386.86
5807,464404.07
5808,911940.91
5809,6108933.68
5810,11285996.12
5811,3354415.26
5812,3106237.46
5813,4323468.56
5814,607960.61
5815,2248231.15
5816,1737366.24
5817,33130027.3
5818,4504001.97
5819,1293155.75
5820,2977752.0
5821,3313319.96
5822,826849.67
5823,313084.55
5824,3005194.04
5825,1067622.29
5826,295549.25
5827,1366187.11
5828,2922721.99
5829,51696773.76
5830,1167957.07
5831,10246403.31
5832,201905.44
5833,517706.24
5834,102505836.3
5835,4311690.12
5836,1035412.49
5837,2510292.3
5838,2719053.1
5839,12159212.1
5840,467348203.0
5841,367898.62
5842,5708704.86
5843,911940.91
5844,326184.85
5845,1964952.76
5846,10897149.96
5847,243184.24
5848,341709.46
5849,4383424.32
5850,4568163.39
5851,6165269.41
5852,7584145.52
5853,1081140.15
5854,8905729.92
5855,610893.37
5856,15227684.95
5857,610893.37
5858,2400057.59
5859,2664946.77
5860,3063903.3
5861,4902245.28
5862,4141649.95
5863,683418.91
5864,47030506.46
5865,15000000.0
5866,318984.35
5867,420000.0
5868,1033113.0
5869,19463891.04
5870,504261697.33
5871,127025.06
5872,16000000.0
